date,ssrd_kwh_m2,temperature_c,precipitation_mm
2005-01-01,4.71858,17.74491971333822,0.0008404254003835
2005-01-02,4.738147777777778,18.05962715148928,0.0008660680350658
2005-01-03,4.826562222222222,18.26846275329592,0.0008583068797918
2005-01-04,4.7241188888888885,19.49134661356612,0.0008553265615773
2005-01-05,4.668332222222222,19.99365641276046,0.0008611053772256
2005-01-06,4.7767888888888885,19.53129920959475,0.0012915139109281
2005-01-07,4.793114444444444,19.652410125732445,-1.0014105100708548e-05
2005-01-08,4.909567777777778,19.2280161539714,0.0004351138045421
2005-01-09,4.875016666666666,19.36273790995284,0.0008543860872123
2005-01-10,4.793031111111112,19.466366068522177,0.0004351138613856
2005-01-11,4.925027777777777,18.479078547159872,0.0021457671550706
2005-01-12,4.963861111111111,18.63139495849612,0.0012831475260099
2005-01-13,4.972894444444444,18.73013267517092,0.0017201388118337
2005-01-14,4.93421,19.272946929931663,0.0008463859444418
2005-01-15,4.717705555555556,19.81948051452639,0.0017181757243633
2005-01-16,4.80214,19.48348197937014,0.0008523463179699
2005-01-17,5.096753333333333,17.75270805358889,0.0017106531231547
2005-01-18,5.095866666666667,16.859714126586937,0.0008530680588592
2005-01-19,5.103336666666666,17.753462092081747,0.0
2005-01-20,5.07111,18.62013206481936,0.0008553265615773
2005-01-21,3.6148166666666666,18.81699651082357,0.0117367259484524
2005-01-22,5.1448,19.10155194600424,0.0
2005-01-23,5.110577777777777,18.506791051228845,0.0017141038028967
2005-01-24,4.372678888888889,19.02614873250326,0.0
2005-01-25,3.5645755555555554,19.439039484659872,0.0
2005-01-26,4.750527777777778,19.78107922871908,0.0014007091522216
2005-01-27,4.70907,19.825137710571312,0.0013023612837059
2005-01-28,5.11831,18.206316248575888,0.0
2005-01-29,5.235385555555555,18.172326660156276,0.0
2005-01-30,4.013485555555556,19.415439224243187,0.0121962676189468
2005-01-31,4.503181111111111,19.43381779988607,0.1195281743662235
2005-02-01,5.385225555555556,18.986372884114587,0.0008553265615773
2005-02-02,5.422718888888889,19.256908035278343,0.0008523464316567
2005-02-03,5.431536666666666,19.50936406453451,0.0012946860010742
2005-02-04,5.469468888888889,19.85467109680178,0.0
2005-02-05,5.328417222222222,21.813025410970056,0.0
2005-02-06,5.383607777777778,21.722216542561853,0.001716613667213
2005-02-07,4.676774444444445,21.847512817382835,0.0061094760326341
2005-02-08,5.05347,23.06418444315597,0.0
2005-02-09,5.521116666666667,24.5770088195801,0.0
2005-02-10,5.539861111111111,25.96798413594564,0.0008553265615773
2005-02-11,5.57935,23.846538798014365,0.0
2005-02-12,5.641990555555555,24.186924870808923,0.0008612871056357
2005-02-13,5.57023,25.097786839803064,0.0004351138045421
2005-02-14,5.683802222222222,25.153421020507835,0.0
2005-02-15,5.581017777777777,24.707938766479515,0.0012934207234138
2005-02-16,5.763333333333334,22.74418156941732,0.0012755393186125
